id,databaseId,createdAt,additions,deletions,closed,closedAt,merged,mergedAt,body,participants,comments,reviews,duration,name,owner
MDExOlB1bGxSZXF1ZXN0Mjc1NzMzNjM=,27573363,2015-01-18T16:32:01Z,2,1,True,2015-01-21T15:22:46Z,True,2015-01-21T15:22:46Z,"Learn to code is our focus keyword for seo, so I added a title :)
",2,0,0,70.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjc4MDQ0MDQ=,27804404,2015-01-21T23:14:30Z,5241,96,True,2015-01-21T23:50:27Z,True,2015-01-21T23:50:27Z,"Complete overhaul of bonfire, massive layout improvements, font improvements, testing (assertions and expectations) from chaijs, and much much more!
",3,2,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjc5MDU5NzY=,27905976,2015-01-23T07:34:46Z,1096,853,True,2015-01-23T08:11:37Z,True,2015-01-23T08:11:37Z,"A lot of added functionality
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjgxNzA0MDc=,28170407,2015-01-28T06:00:26Z,1386,596,True,2015-01-28T06:04:18Z,True,2015-01-28T06:04:18Z,"Bonfire ready to ship.
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjgxNzEzNzA=,28171370,2015-01-28T06:31:04Z,186,101,True,2015-01-28T06:31:38Z,True,2015-01-28T06:31:38Z,,2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjgyMzUyNzI=,28235272,2015-01-28T22:21:08Z,30,32,True,2015-01-28T22:44:32Z,True,2015-01-28T22:44:32Z,"Sequence request for new bonfire to wait until save operation, making bonfire fetch unsolved bonfires at a much faster rate to ensure data sync.
",2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjgyMzk4MzQ=,28239834,2015-01-28T23:23:09Z,1,1,True,2015-01-28T23:24:25Z,True,2015-01-28T23:24:25Z,,2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjgyNDA1NDg=,28240548,2015-01-28T23:35:22Z,2,2,True,2015-01-29T02:57:40Z,True,2015-01-29T02:57:40Z,"When trying to pass the  ""Return Largest Numbers in Arrays"" challenge, I seem to be unable to pass the provided tests. I'm not familiar with Chai, but it would seem that we need to switch to .eql rather than === or should.equal when comparing two arrays to deeply compare the values rather than comparing objects.
",2,1,0,3.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjgzNDE4ODE=,28341881,2015-01-30T06:59:03Z,2,2,True,2015-01-30T07:02:45Z,True,2015-01-30T07:02:45Z,,2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjgzNDE4ODg=,28341888,2015-01-30T06:59:07Z,19,22,True,2015-01-30T07:05:46Z,True,2015-01-30T07:05:46Z,"I agree that this is a good feature. I've written code that implements this (and added a few more compliments).
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg0MDcxNDA=,28407140,2015-01-31T01:45:17Z,4,0,True,2015-02-01T01:34:52Z,True,2015-02-01T01:34:52Z,,2,0,0,23.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg0MjQxNTQ=,28424154,2015-02-01T00:57:20Z,57,41,True,2015-02-01T01:31:35Z,True,2015-02-01T01:31:35Z,,2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg0MjQ1NDE=,28424541,2015-02-01T01:33:15Z,5,3,True,2015-02-01T01:35:02Z,True,2015-02-01T01:35:02Z,"...a CDN
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg1MzA5MDQ=,28530904,2015-02-03T07:01:25Z,45,2,True,2015-02-03T07:04:54Z,True,2015-02-03T07:04:54Z,"Adding analytics to bonfire
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg2MDAyNjc=,28600267,2015-02-03T23:38:30Z,6,5,True,2015-02-03T23:40:19Z,True,2015-02-03T23:40:19Z,,2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg2OTkwODI=,28699082,2015-02-05T04:46:06Z,3,0,True,2015-02-06T17:01:03Z,True,2015-02-06T17:01:03Z,,2,2,0,36.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg3NjcxODA=,28767180,2015-02-05T22:22:54Z,1,1,True,2015-02-06T02:06:36Z,True,2015-02-06T02:06:36Z,"Challenge id:  a3566b1109230028080c9345
",2,0,0,3.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg4NzUzNjM=,28875363,2015-02-08T04:30:00Z,31802,146,True,2015-02-08T04:30:59Z,True,2015-02-08T04:30:59Z,"Adding in basic courseware framework.
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg5MzM1MTk=,28933519,2015-02-09T16:18:14Z,547,89,True,2015-02-11T17:19:25Z,True,2015-02-11T17:19:25Z,"The only none obvious fix was this one: 'Lobster' to ""Lobster"" with double quotes for consistency. The first reference to Lobster was with single quotes and the next challenge had them in double quotes.
",2,0,0,49.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg5ODIxMDU=,28982105,2015-02-10T05:29:29Z,280,0,True,2015-02-13T13:54:05Z,True,2015-02-13T13:54:05Z,"Finders Keepers
Where art thou
Chunky Monkey
Falsey Bouncer
Slasher Flick
Drop it like its hot
Steamroller
Seek and Destroy
Where do I belong?
Sorted Union
Symmetric Difference
Everything Be True
Boo who?
Confirm the Ending
Convert HTML Entities
Spinal-Tap-Case
Repeat a string repeat a string
Truncate a string
",2,0,0,80.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjg5ODM4ODI=,28983882,2015-02-10T06:23:34Z,1,1,True,2015-02-10T07:12:32Z,True,2015-02-10T07:12:32Z,"Fixed a test case for ""Sum All Primes""
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkwNzA0Njc=,29070467,2015-02-11T06:22:56Z,2,3,True,2015-02-11T16:36:18Z,True,2015-02-11T16:36:18Z,"@QuincyLarson @terakilobyte Not sure if this was intended.
",2,0,0,10.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkxMjIyNDk=,29122249,2015-02-11T19:49:05Z,1,1,True,2015-02-13T05:13:23Z,True,2015-02-13T05:13:23Z,,2,0,0,33.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkxNTcyMzM=,29157233,2015-02-12T07:09:53Z,3071,1,True,2015-02-13T04:44:27Z,True,2015-02-13T04:44:27Z,,2,2,0,21.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkxNzM4NDI=,29173842,2015-02-12T12:10:05Z,6,6,True,2015-02-12T16:19:45Z,True,2015-02-12T16:19:45Z,,2,0,0,4.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkzMTYzMzU=,29316335,2015-02-14T05:49:04Z,49,33,True,2015-02-14T11:33:07Z,True,2015-02-14T11:33:07Z,"Tested. Everything appears working.
",2,0,0,5.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkzMjg0NTY=,29328456,2015-02-15T01:31:06Z,823,588,True,2015-02-15T01:31:10Z,True,2015-02-15T01:31:10Z,,2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkzMjg2OTY=,29328696,2015-02-15T01:58:15Z,16,2,True,2015-02-15T07:36:22Z,True,2015-02-15T07:36:22Z,,2,0,0,5.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkzNDcwOTI=,29347092,2015-02-16T02:48:02Z,4,2,True,2015-02-16T03:29:09Z,True,2015-02-16T03:29:09Z,"A camper requested more clarification on this challenge. Re-reading it, it was convoluted as to how the returned array should have been ordered.
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkzNDk3Mzk=,29349739,2015-02-16T04:45:47Z,1,1,True,2015-02-16T05:04:07Z,True,2015-02-16T05:04:07Z,,2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkzNTMzODk=,29353389,2015-02-16T07:03:31Z,1,1,True,2015-02-16T15:23:02Z,True,2015-02-16T15:23:02Z,,2,0,0,8.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MjkzODU4MDY=,29385806,2015-02-16T16:37:25Z,8,8,True,2015-02-17T20:36:15Z,True,2015-02-17T20:36:15Z,,2,0,0,27.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjk2NjM2OTU=,29663695,2015-02-20T00:34:12Z,164,152,True,2015-02-20T02:14:44Z,True,2015-02-20T02:14:44Z,,1,0,0,1.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjk3NDk1ODU=,29749585,2015-02-21T06:07:41Z,28,2,True,2015-02-21T09:19:16Z,True,2015-02-21T09:19:16Z,"Incorporate latest version of ramda into bonfire.
",2,0,0,3.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjk3NzE0NDE=,29771441,2015-02-22T15:07:23Z,2,2,True,2015-02-22T20:45:11Z,True,2015-02-22T20:45:11Z,,3,0,0,5.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjk4Njg3NDc=,29868747,2015-02-24T03:38:02Z,1,1,True,2015-02-26T07:42:20Z,True,2015-02-26T07:42:20Z,"Clarified the description on the Return Largest Numbers in Arrays challenge.
",2,0,0,52.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0Mjk5MjIyNDQ=,29922244,2015-02-24T18:23:06Z,1,0,True,2015-02-26T07:42:47Z,True,2015-02-26T07:42:47Z,"Added a sentence for clarity on sorted union bonfire.

(The previous commit is simply me updating my local copy to match the master here.)
",2,0,0,37.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzAwMzA2ODg=,30030688,2015-02-25T22:12:35Z,399,257,True,2015-02-25T22:13:07Z,True,2015-02-25T22:13:07Z,"initial pages working
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzAxNTEzOTY=,30151396,2015-02-27T09:18:47Z,1,0,True,2015-02-27T09:22:04Z,True,2015-02-27T09:22:04Z,"Merge this to receive a badge indicating the number of issues in the ready column on your waffle.io board at https://waffle.io/FreeCodeCamp/freecodecamp

This was requested by a real person (user terakilobyte) on waffle.io, we're not trying to spam you.
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA2MjIwOTU=,30622095,2015-03-06T05:34:51Z,3,3,True,2015-03-07T12:05:51Z,True,2015-03-07T12:05:51Z,"For the case of `arr = [0,0,0,0,1,1]`, and `arg = 1`, every element in `arr` can be added to another to sum to one. Therefore, the answer should be `0 + 1 + 2 + 3 + 4 + 5 = 15`.
",3,4,0,30.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA2ODQxMTM=,30684113,2015-03-06T22:09:47Z,2,0,True,2015-03-07T06:06:14Z,True,2015-03-07T06:06:14Z,"Closes issue #152
",1,1,0,7.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA3MjY2Mjk=,30726629,2015-03-08T21:14:28Z,4835,892,True,2015-03-08T21:36:53Z,True,2015-03-08T21:36:53Z,"Replace Discourse with Camper News
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA3MzQxNTc=,30734157,2015-03-09T03:30:42Z,1,1,True,2015-03-10T05:44:44Z,True,2015-03-10T05:44:44Z,"I altered the Cash Register bonfire description for better clarity, and fixed a typo.
",4,1,0,26.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA3NDY1NzA=,30746570,2015-03-09T09:41:14Z,5,5,True,2015-03-09T21:47:08Z,True,2015-03-09T21:47:08Z,"""Update my public portfolio"" button was appearing on all account pages.
",2,1,0,12.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA3NDcwODA=,30747080,2015-03-09T09:49:54Z,2,2,True,2015-03-09T20:08:11Z,True,2015-03-09T20:08:11Z,"Was getting this error in Firefox and Chrome: Uncaught ReferenceError: challengeName is not defined
",2,0,0,10.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA4MDEwNjY=,30801066,2015-03-09T21:18:38Z,4,0,True,2015-03-10T05:46:00Z,True,2015-03-10T05:46:00Z,"Fixes #175
",2,0,0,8.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA4MDczMTI=,30807312,2015-03-09T22:40:52Z,1,1,True,2015-03-10T05:52:03Z,True,2015-03-10T05:52:03Z,"Fixes #176.

Hide #codeEditor textarea so it won't flash when code mirror hides it.
",2,0,0,7.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA4MDk2ODA=,30809680,2015-03-09T23:19:54Z,577,462,True,2015-03-09T23:39:05Z,True,2015-03-09T23:39:04Z,"Dont' crash server on mongo update, add input sanitizing, validate user input on server.
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA5MDAyNDI=,30900242,2015-03-10T22:43:37Z,1,0,True,2015-03-12T05:33:39Z,True,2015-03-12T05:33:39Z,"Added https://*.gitter.im to 'frameSrc' CSP

Fixes #182 
",3,5,0,30.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA5NTE2Nzk=,30951679,2015-03-11T15:06:28Z,11,5,True,2015-03-12T05:35:23Z,True,2015-03-12T05:35:23Z,"Closes issue #186 
",3,1,0,14.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzA5OTU0Mjg=,30995428,2015-03-11T23:24:17Z,29,12,True,2015-03-12T06:06:35Z,True,2015-03-12T06:06:35Z,"Closes #189 .
This PR builds on #188 and uses it as a base. It should be merged after that one to ensure automatic issue closing by reference.
",3,0,0,6.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEwMTI5NjI=,31012962,2015-03-12T07:16:50Z,1,5,True,2015-03-12T07:16:57Z,True,2015-03-12T07:16:57Z,,1,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzExOTIwNTI=,31192052,2015-03-14T23:19:40Z,6,4,True,2015-03-18T03:10:30Z,True,2015-03-18T03:10:30Z,"Fix for #199.

Checks that the request returned a 200. API fails return 400/401.

**THIS NEEDS TO BE TESTED WITH REAL API KEYS. I don't have any.**
",3,7,0,75.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEyMjE1NjE=,31221561,2015-03-16T07:23:50Z,1,1,True,2015-03-16T07:43:26Z,True,2015-03-16T07:43:25Z,"Fixes #205

Adding '.col-xs-12' made things float: left which caused the problem.
",1,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEzMTI0MjY=,31312426,2015-03-17T07:24:26Z,19,4,True,2015-03-17T22:48:15Z,True,2015-03-17T22:48:15Z,"https://github.com/FreeCodeCamp/freecodecamp/issues/210

It now checks if the user has voted or not. If they have voted the up arrow will not be rendered. If they have not voted nothing will change.

If the upvote arrow is clicked it will now disappear as well as send the upvote to the servers.

The existing code can be modified to instead change the asset or some other function.
",3,1,0,15.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEzNzI1NDQ=,31372544,2015-03-17T20:05:28Z,34,11,True,2015-03-17T22:12:34Z,True,2015-03-17T22:16:16Z,"Now comparing author id against userid
",3,2,0,2.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEzODM3MTY=,31383716,2015-03-17T22:17:20Z,1,2,True,2015-03-17T22:19:34Z,True,2015-03-17T22:19:34Z,"Correctly checked for existing username, was erroneously checking for username, not profile.username
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEzODg0NDQ=,31388444,2015-03-17T23:32:19Z,2,0,True,2015-03-17T23:32:53Z,True,2015-03-17T23:32:53Z,,1,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEzOTUzNzg=,31395378,2015-03-18T02:12:37Z,2,2,True,2015-03-18T03:16:40Z,True,2015-03-18T03:16:40Z,"Set to null if user isn't logged in.

`delete fullUser.password;` wasn't deleting the password so setting it to null instead.
",1,2,0,1.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzEzOTU2NzQ=,31395674,2015-03-18T02:20:08Z,0,2,True,2015-03-18T03:27:40Z,True,2015-03-18T03:27:40Z,"challengeName and user are in stories/index.jade and stories/show.jade.

show.jade is only called from index.jade. This fix removes double output of those vars.
",1,1,0,1.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE0MDMzNDI=,31403342,2015-03-18T06:22:00Z,3,1,True,2015-03-21T07:40:03Z,True,2015-03-21T07:40:03Z,,3,0,0,73.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE0MDUzMDE=,31405301,2015-03-18T07:17:54Z,1,1,True,2015-03-18T07:26:45Z,True,2015-03-18T07:26:45Z,"#224
",1,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE2Njc3NzA=,31667770,2015-03-21T07:37:42Z,1,1,True,2015-03-21T07:39:29Z,True,2015-03-21T07:39:29Z,"450,000 seconds equates to 12.5 hours. 172,800,800 equates to 48 hours. This should keep a ""hotter"" look to our hot stories.
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE2Njg5OTU=,31668995,2015-03-21T09:44:55Z,9117,1572,True,2015-03-21T09:58:54Z,True,2015-03-21T09:58:54Z,"Button logic from control enter doesn't work in some views, need to test courseware tests (first change color challenge doesn't verify properly), removes all legacy challenge references from camper experience flow, will need to go through and eventually refactor out all reference to the challengesHash on the user model.
",8,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE2ODYyNzY=,31686276,2015-03-22T11:08:50Z,1127,1021,True,2015-03-28T13:12:18Z,True,2015-03-28T13:12:18Z,"User will get one point for a story submission as well as a point for every upvote on a submitted story. Closes #156 
",3,5,0,146.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE3OTg1ODA=,31798580,2015-03-24T05:34:06Z,130,18,True,2015-03-29T03:34:34Z,True,2015-03-29T03:34:34Z,"Links for the one-flame bonfires have been added. I can continue with the rest or leave it here, up to you.

If there are no links to show, the ""helpful links"" header does not display.

TODO? I can also add an input on the ""create bonfire"" page to allow a user to add these at time of creation.
",5,7,0,118.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE4MTQyMjM=,31814223,2015-03-24T10:42:15Z,1,0,True,2015-03-24T10:43:24Z,True,2015-03-24T10:43:24Z,"Closes #263
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE4MzU1OTc=,31835597,2015-03-24T15:12:04Z,42,3,True,2015-03-25T13:56:04Z,True,2015-03-25T13:56:04Z,,1,0,0,22.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE4NjQ5NzQ=,31864974,2015-03-24T20:09:48Z,1,1,True,2015-03-24T20:35:38Z,True,2015-03-24T20:35:38Z,,2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzE5OTExODE=,31991181,2015-03-26T05:55:58Z,53,42,True,2015-03-31T20:46:58Z,True,2015-03-31T20:46:58Z,"#261
",3,17,0,134.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIxNTk1MTg=,32159518,2015-03-28T05:19:18Z,13,3,True,2015-03-29T21:27:43Z,True,2015-03-29T21:27:42Z,"Redirects user back to story after signing in.

Fix for #259

**_I HAVE NOT TESTED THIS WITH OAUTH SIGN IN. Only Email.**_
",2,1,0,40.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIxNjc1MTc=,32167517,2015-03-28T17:12:24Z,169,31,True,2015-03-29T21:28:58Z,True,2015-03-29T21:28:58Z,"This commit actually includes the ones from 1-2 as well.

I generally tried to give less help on the later bonfires.

The comma mistype from the other commit should be fixed here as well. 
",3,2,0,28.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIxNjgzMTY=,32168316,2015-03-28T18:03:03Z,26,19,True,2015-03-29T21:32:16Z,True,2015-03-29T21:32:16Z,"Only a few things needed fixed here.
",3,1,0,27.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIxNzE0NzY=,32171476,2015-03-28T21:20:06Z,14,0,True,2015-03-29T21:34:13Z,True,2015-03-29T21:34:13Z,"I've modified the logic to mark challenge 2 completed when it has been selected then continue redirecting to challenge 3 as it was originally designed.
",2,1,0,24.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIxODA2NTA=,32180650,2015-03-29T12:15:55Z,3904,3055,True,2015-03-29T21:57:43Z,True,2015-03-29T21:57:43Z,"Zipline logic ready to go, master has been merged.
",3,1,0,9.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIxOTEyNTE=,32191251,2015-03-30T00:11:05Z,85,47,True,2015-03-30T20:12:56Z,True,2015-03-30T20:12:56Z,,2,0,0,20.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIxOTE1OTI=,32191592,2015-03-30T00:30:40Z,33,13,True,2015-03-30T20:12:40Z,True,2015-03-30T20:12:40Z,,2,0,0,19.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIyNzYyNzk=,32276279,2015-03-30T23:00:55Z,566,803,True,2015-04-15T08:03:19Z,True,2015-04-15T08:03:19Z,,2,2,0,369.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0MzIyODg1OTQ=,32288594,2015-03-31T03:34:53Z,102,2,True,2015-04-12T04:02:10Z,True,2015-04-12T04:02:10Z,"Created 5 new bonfires, four level 2 and one level 4
",2,2,0,288.0,freeCodeCamp,freeCodeCamp
